"regular_unique_genes"	"regular_unique_transcripts"	"mt.content.x"	"mt_unique_genes"	"mt_unique_transcripts"	"mt.content.y"	"rep"	"x"	"y"	"new_x"	"new_y"	"pixel_x"	"pixel_y"	"selected"	"selected_mt"	"added_in_old"	"added_in_new"	"diff_spots"	"combined_selection"	"sample_id"
"18x3x6"	NA	NA	NA	NA	NA	NA	"18"	3	6	2.91	6.18	2205.2	1854.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x3x7"	NA	NA	NA	NA	NA	NA	"18"	3	7	2.85	6.98	2191.1	2030.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x3x8"	NA	NA	NA	NA	NA	NA	"18"	3	8	2.82	8.09	2184.3	2272.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x3x9"	NA	NA	NA	NA	NA	NA	"18"	3	9	2.87	9.07	2196.4	2487.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x1"	NA	NA	NA	NA	NA	NA	"18"	4	1	3.86	1.07	2410.8	735	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x10"	NA	NA	NA	NA	NA	NA	"18"	4	10	3.88	10.09	2414.7	2711.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x11"	NA	NA	NA	NA	NA	NA	"18"	4	11	3.82	11.1	2402.6	2932.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x12"	NA	NA	NA	NA	NA	NA	"18"	4	12	3.84	12.06	2407.1	3142.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x13"	NA	NA	NA	NA	NA	NA	"18"	4	13	3.87	13.07	2411.9	3364	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x14"	NA	NA	NA	NA	NA	NA	"18"	4	14	3.83	14.11	2404.3	3591.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x15"	NA	NA	NA	NA	NA	NA	"18"	4	15	3.81	15.08	2398.7	3803.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x16"	NA	NA	NA	NA	NA	NA	"18"	4	16	3.89	16.05	2416.4	4016.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x17"	NA	NA	NA	NA	NA	NA	"18"	4	17	3.91	17.09	2420.8	4244	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x18"	NA	NA	NA	NA	NA	NA	"18"	4	18	3.85	18.06	2408.2	4456.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x19"	NA	NA	NA	NA	NA	NA	"18"	4	19	3.93	19.12	2426.6	4687.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x2"	NA	NA	NA	NA	NA	NA	"18"	4	2	3.88	2.11	2414.6	962.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x20"	NA	NA	NA	NA	NA	NA	"18"	4	20	3.84	20.09	2406.7	4901.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x21"	NA	NA	NA	NA	NA	NA	"18"	4	21	3.85	21.06	2409.2	5113.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x22"	NA	NA	NA	NA	NA	NA	"18"	4	22	3.86	22.1	2409.8	5341.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x23"	NA	NA	NA	NA	NA	NA	"18"	4	23	3.91	23.09	2421.7	5558.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x24"	NA	NA	NA	NA	NA	NA	"18"	4	24	3.88	24.1	2415.2	5778	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x25"	NA	NA	NA	NA	NA	NA	"18"	4	25	3.86	25.03	2410.7	5983.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x26"	NA	NA	NA	NA	NA	NA	"18"	4	26	3.88	26.13	2414.8	6222.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x27"	NA	NA	NA	NA	NA	NA	"18"	4	27	3.88	27.07	2415.2	6429.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x28"	NA	NA	NA	NA	NA	NA	"18"	4	28	3.92	28.08	2423.3	6650.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x29"	NA	NA	NA	NA	NA	NA	"18"	4	29	3.88	29.09	2415.6	6870.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x3"	NA	NA	NA	NA	NA	NA	"18"	4	3	3.93	3.09	2426	1178.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x30"	NA	NA	NA	NA	NA	NA	"18"	4	30	3.83	30.06	2403	7084.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x31"	NA	NA	NA	NA	NA	NA	"18"	4	31	3.87	31.1	2411.8	7311.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x32"	NA	NA	NA	NA	NA	NA	"18"	4	32	3.89	32.1	2417.6	7530.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x33"	NA	NA	NA	NA	NA	NA	"18"	4	33	3.87	33.05	2413.4	7739	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x34"	NA	NA	NA	NA	NA	NA	"18"	4	34	3.94	34.06	2427.4	7960.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x35"	NA	NA	NA	NA	NA	NA	"18"	4	35	3.92	35.01	2422.5	8167.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x4"	NA	NA	NA	NA	NA	NA	"18"	4	4	3.76	4.1	2388.5	1398.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x5"	NA	NA	NA	NA	NA	NA	"18"	4	5	3.95	5.13	2430.7	1625.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x6"	NA	NA	NA	NA	NA	NA	"18"	4	6	3.91	6.14	2421.1	1845.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x7"	NA	NA	NA	NA	NA	NA	"18"	4	7	3.88	7.08	2413.7	2052.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x8"	NA	NA	NA	NA	NA	NA	"18"	4	8	3.9	8.09	2418.2	2272.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x4x9"	NA	NA	NA	NA	NA	NA	"18"	4	9	3.92	9.06	2423.4	2486.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x1"	NA	NA	NA	NA	NA	NA	"18"	5	1	4.88	1.08	2630.9	738.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x10"	NA	NA	NA	NA	NA	NA	"18"	5	10	4.84	10.08	2622.9	2708.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x11"	NA	NA	NA	NA	NA	NA	"18"	5	11	4.87	11.13	2628.9	2938.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x12"	NA	NA	NA	NA	NA	NA	"18"	5	12	4.9	12.06	2634.8	3143	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x13"	NA	NA	NA	NA	NA	NA	"18"	5	13	4.79	13.05	2612.3	3359.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x14"	NA	NA	NA	NA	NA	NA	"18"	5	14	4.98	14.06	2653	3579.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x15"	NA	NA	NA	NA	NA	NA	"18"	5	15	4.89	15.09	2634.5	3805.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x16"	NA	NA	NA	NA	NA	NA	"18"	5	16	4.86	16.05	2626.4	4015.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x17"	NA	NA	NA	NA	NA	NA	"18"	5	17	4.83	17.09	2621.2	4244.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x18"	NA	NA	NA	NA	NA	NA	"18"	5	18	4.91	18.05	2637.4	4453.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x19"	NA	NA	NA	NA	NA	NA	"18"	5	19	4.96	19.04	2649.6	4671.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x2"	NA	NA	NA	NA	NA	NA	"18"	5	2	4.96	2.11	2649.5	963.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x20"	NA	NA	NA	NA	NA	NA	"18"	5	20	4.93	20.06	2642.6	4894.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x21"	NA	NA	NA	NA	NA	NA	"18"	5	21	4.87	21.06	2629.4	5113.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x22"	NA	NA	NA	NA	NA	NA	"18"	5	22	4.93	22.08	2642.2	5335.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x23"	NA	NA	NA	NA	NA	NA	"18"	5	23	4.92	23.05	2639.1	5549.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x24"	NA	NA	NA	NA	NA	NA	"18"	5	24	4.91	24.05	2638.1	5768.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x25"	NA	NA	NA	NA	NA	NA	"18"	5	25	4.89	25.14	2634.4	6006.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x26"	NA	NA	NA	NA	NA	NA	"18"	5	26	4.94	26.06	2644.6	6208.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x27"	NA	NA	NA	NA	NA	NA	"18"	5	27	5	26.92	2657.8	6396.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x28"	NA	NA	NA	NA	NA	NA	"18"	5	28	4.88	28.09	2630.7	6651.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x29"	NA	NA	NA	NA	NA	NA	"18"	5	29	4.94	29.07	2644.4	6868.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x3"	NA	NA	NA	NA	NA	NA	"18"	5	3	4.9	3.06	2636	1171.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x30"	NA	NA	NA	NA	NA	NA	"18"	5	30	4.95	30.05	2646.9	7082.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x31"	NA	NA	NA	NA	NA	NA	"18"	5	31	4.92	31.09	2640.8	7310.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x32"	NA	NA	NA	NA	NA	NA	"18"	5	32	4.89	32.08	2633.7	7525.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x33"	NA	NA	NA	NA	NA	NA	"18"	5	33	4.92	33.07	2639.6	7742.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x34"	NA	NA	NA	NA	NA	NA	"18"	5	34	4.86	34.05	2627.5	7957	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x35"	NA	NA	NA	NA	NA	NA	"18"	5	35	4.92	35.03	2640.8	8173.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x4"	NA	NA	NA	NA	NA	NA	"18"	5	4	4.95	4.1	2645.9	1398.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x5"	NA	NA	NA	NA	NA	NA	"18"	5	5	4.91	5.09	2638.3	1616.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x6"	NA	NA	NA	NA	NA	NA	"18"	5	6	4.86	6.11	2626.9	1838.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x7"	NA	NA	NA	NA	NA	NA	"18"	5	7	4.86	7.08	2626.4	2052.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x8"	NA	NA	NA	NA	NA	NA	"18"	5	8	4.85	8.07	2625.9	2269	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x5x9"	NA	NA	NA	NA	NA	NA	"18"	5	9	4.88	9.05	2630.4	2483	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x1"	NA	NA	NA	NA	NA	NA	"18"	6	1	6.04	1.14	2882.7	751	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x10"	NA	NA	NA	NA	NA	NA	"18"	6	10	5.84	10.07	2839.1	2706.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x11"	NA	NA	NA	NA	NA	NA	"18"	6	11	5.9	11.04	2852.8	2919.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x12"	NA	NA	NA	NA	NA	NA	"18"	6	12	5.8	12.04	2830.1	3138.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x13"	NA	NA	NA	NA	NA	NA	"18"	6	13	5.87	13.03	2844.8	3354.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x14"	NA	NA	NA	NA	NA	NA	"18"	6	14	5.82	14.01	2835.4	3570.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x15"	NA	NA	NA	NA	NA	NA	"18"	6	15	5.9	15.05	2852.3	3797.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x16"	NA	NA	NA	NA	NA	NA	"18"	6	16	5.88	16.04	2847.1	4013.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x17"	NA	NA	NA	NA	NA	NA	"18"	6	17	5.83	17.13	2836.5	4251.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x18"	NA	NA	NA	NA	NA	NA	"18"	6	18	5.89	18.01	2851	4444.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x19"	NA	NA	NA	NA	NA	NA	"18"	6	19	5.8	19.01	2831.6	4664.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x2"	NA	NA	NA	NA	NA	NA	"18"	6	2	5.77	2.12	2823.9	964.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x20"	NA	NA	NA	NA	NA	NA	"18"	6	20	5.89	20.05	2849.3	4892	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x21"	NA	NA	NA	NA	NA	NA	"18"	6	21	5.84	21.06	2840.3	5113.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x22"	NA	NA	NA	NA	NA	NA	"18"	6	22	5.86	22.04	2843.4	5327.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x23"	NA	NA	NA	NA	NA	NA	"18"	6	23	5.81	23.02	2831.8	5542.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x24"	NA	NA	NA	NA	NA	NA	"18"	6	24	5.87	24.03	2846.5	5762.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x25"	NA	NA	NA	NA	NA	NA	"18"	6	25	5.84	25.02	2839.9	5981.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x26"	NA	NA	NA	NA	NA	NA	"18"	6	26	5.82	26.03	2835.9	6200.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x27"	NA	NA	NA	NA	NA	NA	"18"	6	27	5.87	27	2845.8	6414.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x28"	NA	NA	NA	NA	NA	NA	"18"	6	28	5.87	28.03	2845.7	6640.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x29"	NA	NA	NA	NA	NA	NA	"18"	6	29	5.79	28.98	2829.5	6846.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x3"	NA	NA	NA	NA	NA	NA	"18"	6	3	5.8	3.08	2830.2	1175.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x30"	NA	NA	NA	NA	NA	NA	"18"	6	30	5.86	30.04	2842.7	7078.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x31"	NA	NA	NA	NA	NA	NA	"18"	6	31	5.89	31.03	2849.4	7296.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x32"	NA	NA	NA	NA	NA	NA	"18"	6	32	5.88	32.04	2847.8	7518.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x33"	NA	NA	NA	NA	NA	NA	"18"	6	33	5.87	33.02	2846.7	7733	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x34"	NA	NA	NA	NA	NA	NA	"18"	6	34	5.83	34.05	2837.2	7956.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x35"	NA	NA	NA	NA	NA	NA	"18"	6	35	5.83	34.98	2836.7	8160.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x4"	NA	NA	NA	NA	NA	NA	"18"	6	4	5.85	4.08	2842.4	1394.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x5"	NA	NA	NA	NA	NA	NA	"18"	6	5	5.81	5.07	2833.6	1611.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x6"	NA	NA	NA	NA	NA	NA	"18"	6	6	5.81	6.1	2832.3	1837.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x7"	NA	NA	NA	NA	NA	NA	"18"	6	7	5.79	7.06	2829.4	2047.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x8"	NA	NA	NA	NA	NA	NA	"18"	6	8	5.9	8.05	2852.5	2263.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x6x9"	NA	NA	NA	NA	NA	NA	"18"	6	9	5.77	9.04	2824.9	2481.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x1"	NA	NA	NA	NA	NA	NA	"18"	7	1	6.84	1.05	3056.4	730.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x10"	NA	NA	NA	NA	NA	NA	"18"	7	10	6.88	10.07	3065.1	2707.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x11"	NA	NA	NA	NA	NA	NA	"18"	7	11	6.83	11.02	3052.7	2914.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x12"	NA	NA	NA	NA	NA	NA	"18"	7	12	6.82	12.03	3050.8	3136.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x13"	NA	NA	NA	NA	NA	NA	"18"	7	13	6.84	13.04	3055	3355.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x14"	NA	NA	NA	NA	NA	NA	"18"	7	14	6.79	14	3045.3	3567.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x15"	NA	NA	NA	NA	NA	NA	"18"	7	15	6.79	15.04	3044.9	3795.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x16"	NA	NA	NA	NA	NA	NA	"18"	7	16	6.89	16.01	3067.4	4006.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x17"	NA	NA	NA	NA	NA	NA	"18"	7	17	6.83	17.03	3052.9	4231.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x18"	NA	NA	NA	NA	NA	NA	"18"	7	18	6.78	18.01	3044	4446.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x19"	NA	NA	NA	NA	NA	NA	"18"	7	19	6.84	19.03	3055.5	4668.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x2"	NA	NA	NA	NA	NA	NA	"18"	7	2	6.85	2.08	3058.4	957.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x20"	NA	NA	NA	NA	NA	NA	"18"	7	20	6.83	20.03	3053.4	4886.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x21"	NA	NA	NA	NA	NA	NA	"18"	7	21	6.91	21.02	3071	5104.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x22"	NA	NA	NA	NA	NA	NA	"18"	7	22	6.85	22.03	3058.8	5326.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x23"	NA	NA	NA	NA	NA	NA	"18"	7	23	6.93	23.01	3074.9	5540.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x24"	NA	NA	NA	NA	NA	NA	"18"	7	24	6.81	24.03	3049.8	5762.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x25"	NA	NA	NA	NA	NA	NA	"18"	7	25	6.87	25.02	3061.8	5980.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x26"	NA	NA	NA	NA	NA	NA	"18"	7	26	6.89	26.03	3066.4	6202.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x27"	NA	NA	NA	NA	NA	NA	"18"	7	27	6.87	27.04	3062.6	6422.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x28"	NA	NA	NA	NA	NA	NA	"18"	7	28	6.8	28.04	3046.2	6641.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x29"	NA	NA	NA	NA	NA	NA	"18"	7	29	6.87	29.02	3063.3	6855.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x3"	NA	NA	NA	NA	NA	NA	"18"	7	3	6.79	3.08	3045.9	1176.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x30"	NA	NA	NA	NA	NA	NA	"18"	7	30	6.85	30.02	3057.2	7075.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x31"	NA	NA	NA	NA	NA	NA	"18"	7	31	6.84	31.03	3055.7	7295.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x32"	NA	NA	NA	NA	NA	NA	"18"	7	32	6.86	32.03	3061.2	7516.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x33"	NA	NA	NA	NA	NA	NA	"18"	7	33	6.82	33.03	3052.6	7734.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x34"	NA	NA	NA	NA	NA	NA	"18"	7	34	6.88	34.03	3065.1	7953.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x35"	NA	NA	NA	NA	NA	NA	"18"	7	35	6.87	34.98	3062.6	8162.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x4"	NA	NA	NA	NA	NA	NA	"18"	7	4	6.83	4.05	3053.6	1388.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x5"	NA	NA	NA	NA	NA	NA	"18"	7	5	6.82	5.06	3051.1	1609.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x6"	NA	NA	NA	NA	NA	NA	"18"	7	6	6.78	6.14	3042.9	1846.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x7"	NA	NA	NA	NA	NA	NA	"18"	7	7	6.81	7.03	3050.5	2040.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x8"	NA	NA	NA	NA	NA	NA	"18"	7	8	6.77	8.06	3041.1	2266.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x7x9"	NA	NA	NA	NA	NA	NA	"18"	7	9	6.82	9.02	3052.4	2476.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x1"	NA	NA	NA	NA	NA	NA	"18"	8	1	7.88	1.01	3282.3	722.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x10"	1	1	0	3	3	0	"18"	NA	NA	NA	NA	NA	NA	NA	1	NA	0	"0"	0	"E1_1000L3_CN31"
"18x8x11"	NA	NA	NA	NA	NA	NA	"18"	8	11	7.82	11.07	3267.2	2924.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x12"	NA	NA	NA	NA	NA	NA	"18"	8	12	7.86	12.02	3277.6	3132.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x13"	NA	NA	NA	NA	NA	NA	"18"	8	13	7.8	13.04	3264.5	3357.2	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x14"	NA	NA	NA	NA	NA	NA	"18"	8	14	7.82	14.07	3267.5	3582.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x15"	NA	NA	NA	NA	NA	NA	"18"	8	15	7.76	15	3255.9	3786.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x16"	NA	NA	NA	NA	NA	NA	"18"	8	16	7.82	15.96	3268.7	3996.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x17"	NA	NA	NA	NA	NA	NA	"18"	8	17	7.84	17.04	3272.2	4232.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x18"	NA	NA	NA	NA	NA	NA	"18"	8	18	7.84	18.04	3273.2	4450.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x19"	NA	NA	NA	NA	NA	NA	"18"	8	19	7.96	19.02	3298.4	4666.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x2"	NA	NA	NA	NA	NA	NA	"18"	8	2	7.83	2.09	3270.3	958.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x20"	NA	NA	NA	NA	NA	NA	"18"	8	20	7.89	20.03	3283.1	4886.7	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x21"	NA	NA	NA	NA	NA	NA	"18"	8	21	7.83	21.02	3271.4	5105.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x22"	NA	NA	NA	NA	NA	NA	"18"	8	22	7.83	22.04	3270.9	5328.3	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x23"	NA	NA	NA	NA	NA	NA	"18"	8	23	7.83	23.06	3270	5550.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x24"	NA	NA	NA	NA	NA	NA	"18"	8	24	7.9	24.03	3284.9	5763.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x25"	NA	NA	NA	NA	NA	NA	"18"	8	25	7.83	25.01	3271.3	5978	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x26"	NA	NA	NA	NA	NA	NA	"18"	8	26	7.91	26.12	3287.5	6220.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x27"	NA	NA	NA	NA	NA	NA	"18"	8	27	7.85	26.99	3274.8	6411.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x28"	NA	NA	NA	NA	NA	NA	"18"	8	28	7.9	28.01	3286.1	6635.4	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x29"	NA	NA	NA	NA	NA	NA	"18"	8	29	7.88	29.01	3281.7	6853.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x3"	NA	NA	NA	NA	NA	NA	"18"	8	3	7.9	3.06	3285.1	1170.5	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x30"	NA	NA	NA	NA	NA	NA	"18"	8	30	7.86	30.02	3277.7	7075.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x31"	NA	NA	NA	NA	NA	NA	"18"	8	31	7.87	31.06	3279.2	7302.9	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x32"	NA	NA	NA	NA	NA	NA	"18"	8	32	7.9	32.04	3284.7	7518.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x33"	NA	NA	NA	NA	NA	NA	"18"	8	33	7.87	33	3278.2	7728.8	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x34"	NA	NA	NA	NA	NA	NA	"18"	8	34	7.9	34.01	3284.6	7948.1	0	0	0	0	"0"	0	"E1_1000L3_CN31"
"18x8x35"	NA	NA	NA	NA	NA	NA	"18"	8	35	7.9	35	3285.9	8166.6	0	0	0	0	"0"	0	"E1_1000L3_CN31"
